geo_point_2d,geo_shape,gml_id,objectid,accident,unite_pv,date,heure,jsem,code_insee,inter,adresse,pr,nomv,numvro,pr_2,nomv_2,numvro_2,vehicule1,vehicule2,vehicule3,vehicule4,vehicule5,vehicule6,usager1,usager2,usager3,usager4,usager5,usager6,usager7,usager8,ntu,nbh,nbnh,wms_time,id
"48.130195999047906,-1.6561269999941264","{""coordinates"": [-1.656126999994126, 48.130195999047906], ""type"": ""Point""}",accident.660,660,66506136,SP/35238/217,2020-07-24,17:55,Vendredi,35238,hors intersection,ROPARTZ (GUY),N/C,ROPARTZ (GUY),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,1,2020-01-01,413
"48.12486064756101,-1.6671142568727992","{""coordinates"": [-1.667114256872799, 48.12486064756101], ""type"": ""Point""}",accident.726,726,2588,Sécurité publique 0035238 00354,2012-07-18,12:00,Mercredi,35238,En X,G.PATTON/VOLNEY,,AVENUE GENERAL GEORGE S. PATTON,0,,BOULEVARD VOLNEY,0.0,"VU seul 1,5T < PTAC <=3,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,414
"48.10241256889604,-1.6799142956561752","{""coordinates"": [-1.679914295656175, 48.10241256889604], ""type"": ""Point""}",accident.761,761,603,Sécurité publique 0035238 00510,2014-10-21,20:10,Mardi,35238,hors intersection,"19, BD DU COLOMBIER",,Boulevard du Colombier,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2014-01-01,415
"48.121359999044444,-1.6636699999966171","{""coordinates"": [-1.663669999996617, 48.121359999044444], ""type"": ""Point""}",accident.821,821,66546350,SP/35238/423,2020-12-31,14:05,Jeudi,35238,hors intersection,FOUGERES (RUE DE),N/C,FOUGERES (RUE DE),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,416
"48.121299999050684,-1.6622000000002166","{""coordinates"": [-1.662200000000217, 48.121299999050684], ""type"": ""Point""}",accident.865,865,63447145,SP/35238/331,2019-09-02,19:45,Lundi,35238,hors intersection,METZ (BD DE),0+0,METZ (BD DE),,,,,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2019-01-01,417
"48.12768718411148,-1.6647658455488108","{""coordinates"": [-1.664765845548811, 48.12768718411148], ""type"": ""Point""}",accident.911,911,63448450,SP/35238/191,2019-05-22,08:25,Mercredi,35238,hors intersection,PATTON (AVENUE DU GENERAL SIR GEORGES),0+0,PATTON (AVENUE DU GENERAL SIR GEORGES),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,418
"48.09779999905095,-1.7190000000057022","{""coordinates"": [-1.719000000005702, 48.09779999905095], ""type"": ""Point""}",accident.1001,1001,76270,SP/35238/150,2021-05-16,11:15,Dimanche,35238,hors intersection,TAUPINAIS (CHEMIN DE LA),N/C,TAUPINAIS (CHEMIN DE LA),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,419
"48.1043999990446,-1.6501599999995682","{""coordinates"": [-1.650159999999568, 48.1043999990446], ""type"": ""Point""}",accident.1026,1026,82922,SP/35238/210,2021-06-20,17:05,Dimanche,35238,hors intersection,VILLEBOIS MAREUIL (BD),N/C,VILLEBOIS MAREUIL (BD),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,420
"48.107359999043574,-1.665910000004587","{""coordinates"": [-1.665910000004587, 48.107359999043574], ""type"": ""Point""}",accident.1084,1084,102445,SP/35238/362,2021-10-08,08:35,Vendredi,35238,hors intersection,SAINT-HELIER,N/C,SAINT-HELIER,,,,,Bicyclette,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,2,2021-01-01,421
"48.116570999048896,-1.6571789999987903","{""coordinates"": [-1.65717899999879, 48.116570999048896], ""type"": ""Point""}",accident.1243,1243,445485,SP/35238/26,2022-01-25,17:50,Mardi,35238,hors intersection,LEJEAN (GUILLAUME),N/C,Rue Guillaume Lejean,,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,422
"48.108594861303885,-1.681990289816546","{""coordinates"": [-1.681990289816546, 48.108594861303885], ""type"": ""Point""}",accident.1328,1328,2120,Sécurité publique 0035238 00021,2016-12-30,18:10,Vendredi,35238,En X,POULLAIN DU PARC/LANJUIN,,Rue Jean-Denis Lanjuinais,0,,Rue Poullain Duparc,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,423
"48.117999757099824,-1.686143865744733","{""coordinates"": [-1.686143865744733, 48.117999757099824], ""type"": ""Point""}",accident.1365,1365,3695,Sécurité publique 0035238 00498,2018-11-30,15:15,Vendredi,35238,En X,41ØREGIMENT D'INFANTERIE,,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,424
"48.10615847329625,-1.6672630702557976","{""coordinates"": [-1.667263070255798, 48.10615847329625], ""type"": ""Point""}",accident.1382,1382,1941,Sécurité publique 0035238 00313,2016-07-19,13:00,Mardi,35238,En T,ST HÉLIER/VERGER,,Rue Saint-Hélier,0,,Rue du Verger,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,425
"48.069880946137,-1.710373610260041","{""coordinates"": [-1.710373610260041, 48.069880946137], ""type"": ""Point""}",accident.1488,1488,472143,SP/35238/433,2022-11-24,08:00,Jeudi,35281,En T,Léo (André),N/C,Rue de la Jaunais de Mivoie,,N/C,Léo (André),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,426
"48.01853956932823,-1.5769886970576992","{""coordinates"": [-1.576988697057699, 48.01853956932823], ""type"": ""Point""}",accident.1489,1489,472229,GN/inconnu/570,2022-03-23,13:05,Mercredi,35250,En T,La Chesnais,N/C,La petite Chesnais,,22+106,D39,,Autocar,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,427
"48.11175550707177,-1.6891473793203395","{""coordinates"": [-1.68914737932034, 48.11175550707177], ""type"": ""Point""}",accident.1619,1619,136,Sécurité publique 0035238 00478,2015-11-16,18:38,Lundi,35238,En T,BREST/Y.MAYEUC,,Rue de Brest,1,,Rue Yves Mayeuc,1.0,Bicyclette,Scooter <= 50 cm3,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2015-01-01,428
"48.10775630860798,-1.715306536692245","{""coordinates"": [-1.715306536692245, 48.10775630860798], ""type"": ""Point""}",accident.1612,1612,1942,Sécurité publique 0035238 00315,2016-07-19,19:19,Mardi,35238,En T,LORIENT/B.MOULINAIS,,Rue de Lorient,24,,Rue Brindejonc des Moulinais,24.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,429
"48.105665117053704,-1.6660448694732655","{""coordinates"": [-1.666044869473265, 48.105665117053704], ""type"": ""Point""}",accident.1683,1683,2164,Sécurité publique 0035238 00080,2016-02-25,20:15,Jeudi,35238,à plus de 4 branches,ST HÉLIER/LAËNNEC,,Rue Saint-Hélier,0,,Boulevard René Théophile Hyacinthe Laënn,0.0,VL,Bicyclette,,,,,Passager,Conducteur,Conducteur,,,,,,0,0,1,2016-01-01,430
"48.09489760453466,-1.733114761639731","{""coordinates"": [-1.733114761639731, 48.09489760453466], ""type"": ""Point""}",accident.5121,5121,967,Sécurité publique 0035238 00309,2013-07-22,17:40,Lundi,35238,hors intersection,CHEMIN PRÉVALAYE,,Chemin de la Prévalaye,0,,,0.0,Bicyclette,motocyclette > 125 cm3,,,,,Conducteur,Conducteur,,,,,,,0,0,2,2013-01-01,431
"48.0968577114281,-1.6353148845715784","{""coordinates"": [-1.635314884571578, 48.0968577114281], ""type"": ""Point""}",accident.1405,1405,3625,Sécurité publique 0035238 00389,2018-10-05,08:10,Vendredi,35238,Giratoire,BIGNON (DU),,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,432
"48.08692003798809,-1.7075199432123689","{""coordinates"": [-1.707519943212369, 48.08692003798809], ""type"": ""Point""}",accident.19,19,1794,Sécurité publique 0035238 00430,2014-09-09,14:25,Mardi,35281,Giratoire,"00, DODIN (AVENUE ROGER)",0023+0927,DODIN (AVENUE ROGER),0,0005+0190,BENOIT (RUE FREDERIC),0.0,VL,VL,Bicyclette,,,,Conducteur,Conducteur,Conducteur,,,,,,0,0,1,2014-01-01,433
"48.096522094299836,-1.65275734931926","{""coordinates"": [-1.65275734931926, 48.096522094299836], ""type"": ""Point""}",accident.1715,1715,3549,Sécurité publique 0035238 00237,2018-06-06,18:45,Mercredi,35238,En X,VERN (DE),,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,434
"48.11007785952678,-1.66408070971425","{""coordinates"": [-1.66408070971425, 48.11007785952678], ""type"": ""Point""}",accident.1775,1775,54,Sécurité publique 0035238 00368,2015-09-07,12:50,Lundi,35238,En T,BOBY/LENOIR,0000+0000,Passage de la Chapelle Boby,0,0000+0000,Avenue Aristide Briand,0.0,Bicyclette,Autobus,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2015-01-01,435
"48.10540072708687,-1.70844710368631","{""coordinates"": [-1.70844710368631, 48.10540072708687], ""type"": ""Point""}",accident.1776,1776,2293,Sécurité publique 0035238 00280,2012-06-06,17:55,Mercredi,35238,Giratoire,H.LACROIX/J.VALLÈS,,Allée Louis Lucipia,0,,Rond-point Escadrille Normandie-Niemen,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,2,2012-01-01,436
"48.11364865298198,-1.687234157446218","{""coordinates"": [-1.687234157446218, 48.11364865298198], ""type"": ""Point""}",accident.1779,1779,2059,Sécurité publique 0035238 00503,2016-11-17,19:21,Jeudi,35238,En T,CHEZY/LOUIS D'OR,,Boulevard de Chézy,0,,Rue du Louis d'or,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,437
"48.10354514819834,-1.6940040252477646","{""coordinates"": [-1.694004025247765, 48.10354514819834], ""type"": ""Point""}",accident.1822,1822,642,Sécurité publique 0035238 00376,2014-07-28,08:00,Lundi,35238,En X,C.BERNARD/A.DUVAL,,Rue Claude Bernard,0,,Rue Alexandre Duval,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2014-01-01,438
"48.091448211054505,-1.6407458548522906","{""coordinates"": [-1.640745854852291, 48.091448211054505], ""type"": ""Point""}",accident.2032,2032,2965,Sécurité publique 0035238 00298,2017-06-28,16:09,Mercredi,35238,Autre,"2, RONCERAY (PLACE DU)",,,0,,,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,1,0,2017-01-01,439
"48.12849999737629,-1.6627200036138108","{""coordinates"": [-1.662720003613811, 48.12849999737629], ""type"": ""Point""}",accident.2169,2169,1080,Sécurité publique 0035238 00555,2013-12-01,13:45,Dimanche,35238,hors intersection,PK SQ A.ROUËRIE,,PARKING DE LA ROUERIE,0,,,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,1,0,0,2013-01-01,440
"48.104600787949565,-1.6935843013544365","{""coordinates"": [-1.693584301354436, 48.104600787949565], ""type"": ""Point""}",accident.2296,2296,566,Sécurité publique 0035238 00426,2014-09-08,18:30,Lundi,35238,hors intersection,"4, RUE C.BERNARD",,Rue Claude Bernard,0,,,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2014-01-01,441
"48.126929762061025,-1.6611014223859752","{""coordinates"": [-1.661101422385975, 48.126929762061025], ""type"": ""Point""}",accident.2299,2299,2529,Sécurité publique 0035238 00152,2012-03-27,17:00,Mardi,35238,hors intersection,ALLÉE CHANOINE BAUDRY,,ALLEE CHANOINE BAUDRY,0,,,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2012-01-01,442
"48.086939969160746,-1.7074799340094804","{""coordinates"": [-1.70747993400948, 48.086939969160746], ""type"": ""Point""}",accident.2486,2486,1746,Sécurité publique 0035238 00278,2014-06-04,09:20,Mercredi,35281,Giratoire,DODIN (AVENUE ROGER),,DODIN (AVENUE ROGER),0,,BENOIT (RUE FREDERIC),0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2014-01-01,443
"48.0881400068049,-1.608619945563859","{""coordinates"": [-1.608619945563859, 48.0881400068049], ""type"": ""Point""}",accident.2581,2581,3243,Sécurité publique 0035238 00291,2017-06-23,16:49,Vendredi,35055,Giratoire,"00, PARC (RUE DU)",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Passager,Passager,Conducteur,,,,,0,0,1,2017-01-01,444
"48.108566621477074,-1.6929680367347841","{""coordinates"": [-1.692968036734784, 48.108566621477074], ""type"": ""Point""}",accident.2612,2612,3103,Sécurité publique 0035238 00487,2017-11-22,11:30,Mercredi,35238,En X,"87, MITTERAND (MAIL FRAN",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2017-01-01,445
"48.08826903195358,-1.6574333200878288","{""coordinates"": [-1.657433320087829, 48.08826903195358], ""type"": ""Point""}",accident.2641,2641,776,Sécurité publique 0035238 00087,2013-02-23,10:30,Samedi,35238,En X,YOUGOSLAVIE/HONGRIE,,Boulevard de Yougoslavie,0,,Rue de Hongrie,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,446
"48.1089721373876,-1.7059617542450234","{""coordinates"": [-1.705961754245023, 48.1089721373876], ""type"": ""Point""}",accident.2673,2673,2996,Sécurité publique 0035238 00359,2017-08-25,19:31,Vendredi,35238,En X,"6, KERVILER",,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,447
"48.08839999793934,-1.660789991093996","{""coordinates"": [-1.660789991093996, 48.08839999793934], ""type"": ""Point""}",accident.2740,2740,2200,Sécurité publique 0035238 00177,2016-05-04,19:00,Mercredi,35238,Giratoire,PAYS BAS/VOLCLAIR,,Avenue des Pays Bas,0,,Boulevard Louis Volclair,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,448
"48.10366483650724,-1.6843438306806873","{""coordinates"": [-1.684343830680687, 48.10366483650724], ""type"": ""Point""}",accident.2741,2741,746,Sécurité publique 0035238 00413,2013-09-28,11:15,Samedi,35238,hors intersection,"53, BD DE LA T.AUVERGNE",,Boulevard de La Tour d'Auvergne,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,449
"48.127090008462375,-1.6138100057190528","{""coordinates"": [-1.613810005719053, 48.127090008462375], ""type"": ""Point""}",accident.2860,2860,3876,Sécurité publique 0035238 00152,2018-03-28,18:45,Mercredi,35051,Giratoire,"00, FONTAINE (AVENUE DE",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,450
"48.10149996638393,-1.796199929521239","{""coordinates"": [-1.796199929521239, 48.10149996638393], ""type"": ""Point""}",accident.2893,2893,1472,Gendarmerie Nationale 0000683 04295,2012-11-10,15:30,Samedi,35240,En T,RUE DE L'HERMITAGE,0029+0361,,0,0029+0639,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2012-01-01,451
"48.128036888836704,-1.6604099895454065","{""coordinates"": [-1.660409989545407, 48.128036888836704], ""type"": ""Point""}",accident.2923,2923,2443,Sécurité publique 0035238 00053,2012-02-01,08:35,Mercredi,35238,hors intersection,41 AVENUE DE ROCHESTER,,AVENUE DE ROCHESTER,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,452
"48.10985148116491,-1.6791060063351244","{""coordinates"": [-1.679106006335124, 48.10985148116491], ""type"": ""Point""}",accident.2926,2926,3720,Sécurité publique 0035238 00541,2018-12-23,00:40,Dimanche,35238,hors intersection,REPUBLIQUE (PLACE DE LA),,,0,,,0.0,Autobus,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,453
"48.105665117053704,-1.6660448694732655","{""coordinates"": [-1.666044869473265, 48.105665117053704], ""type"": ""Point""}",accident.2951,2951,2503,Sécurité publique 0035238 00306,2012-06-20,08:55,Mercredi,35238,à plus de 4 branches,ST-HELIER/LAËNNEC,,RUE SAINT-HELIER,0,,BOULEVARD RENE LAENNEC,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,454
"48.105704252182115,-1.6776436164633026","{""coordinates"": [-1.677643616463303, 48.105704252182115], ""type"": ""Point""}",accident.3000,3000,311,Sécurité publique 0035238 00121,2015-03-14,19:10,Samedi,35238,hors intersection,"18, RUE D'ISLY",,Rue d'Isly,,,,,VL,Bicyclette,,,,,Conducteur,,,,,,,,0,0,1,2015-01-01,455
"48.11390527881266,-1.6458076172039913","{""coordinates"": [-1.645807617203991, 48.11390527881266], ""type"": ""Point""}",accident.3020,3020,2753,Sécurité publique 0035238 00101,2017-03-01,14:10,Mercredi,35238,hors intersection,"227, LECLERC (AVENUE DU",,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,456
"48.10989999904794,-1.6835600000043685","{""coordinates"": [-1.683560000004368, 48.10989999904794], ""type"": ""Point""}",accident.378,378,63466511,SP/35238/242,2019-07-02,19:30,Mardi,35238,hors intersection,LAMENNAIS (QUAI),0+0,LAMENNAIS (QUAI),,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,Piéton,,,,,,0,0,1,2019-01-01,457
"48.10689999904677,-1.6811500000012918","{""coordinates"": [-1.681150000001292, 48.10689999904677], ""type"": ""Point""}",accident.384,384,66547548,SP/35238/286,2020-09-16,14:40,Mercredi,35238,hors intersection,LIBERTE (BD DE LA),0+0,LIBERTE (BD DE LA),,,,,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2020-01-01,458
"48.11027999904999,-1.6762400000035582","{""coordinates"": [-1.676240000003558, 48.11027999904999], ""type"": ""Point""}",accident.409,409,66526429,SP/35238/306,2020-10-01,16:35,Jeudi,35238,hors intersection,CHATEAUBRIAND (QUAI),0+0,CHATEAUBRIAND (QUAI),,,,,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2020-01-01,459
"48.108299999043275,-1.6778000000008508","{""coordinates"": [-1.677800000000851, 48.108299999043275], ""type"": ""Point""}",accident.430,430,66531239,SP/35238/73,2020-02-19,20:15,Mercredi,35238,hors intersection,21 Rue Maréchal Joffre,0+0,21 Rue Maréchal Joffre,,,,,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2020-01-01,460
"48.106579999050226,-1.6508799999973327","{""coordinates"": [-1.650879999997333, 48.106579999050226], ""type"": ""Point""}",accident.893,893,66529722,SP/35238/17,2020-01-18,18:00,Samedi,35238,hors intersection,VILLEBOIS MAREUIL (BD),0+0,VILLEBOIS MAREUIL (BD),,,,,Autre engin de déplacement personnel (EDP) sans moteur,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,2,2020-01-01,461
"48.083199999048,-1.677000000000151","{""coordinates"": [-1.677000000000151, 48.083199999048], ""type"": ""Point""}",accident.206,206,66522952,SP/35238/264,2020-09-04,14:20,Vendredi,35238,hors intersection,BOSPHORE (DU),0+0,BOSPHORE (DU),,,,,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2020-01-01,462
"48.107064202563734,-1.6951060404094282","{""coordinates"": [-1.695106040409428, 48.107064202563734], ""type"": ""Point""}",accident.1933,1933,2859,Sécurité publique 0035238 00135,2017-03-28,12:20,Mardi,35238,hors intersection,"2, GUY (JEAN)",,,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,1,0,2017-01-01,463
"48.10932782388778,-1.678923925862957","{""coordinates"": [-1.678923925862957, 48.10932782388778], ""type"": ""Point""}",accident.2174,2174,2989,Sécurité publique 0035238 00342,2017-08-05,11:03,Samedi,35238,hors intersection,"12, PRE BOTTE (DU)",,,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,1,0,2017-01-01,464
"48.10102399904241,-1.6851510000029541","{""coordinates"": [-1.685151000002954, 48.10102399904241], ""type"": ""Point""}",accident.4246,4246,63448424,SP/35238/164,2019-05-02,18:35,Jeudi,35238,En T,NANTES (DE),0+0,NANTES (DE),,0+0,NANTES (DE),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Piéton,,,,,,,0,0,1,2019-01-01,465
"48.10706343280871,-1.6162830591194368","{""coordinates"": [-1.616283059119437, 48.10706343280871], ""type"": ""Point""}",accident.150,150,472509,SP/35238/89,2022-03-23,16:30,Mercredi,35051,Giratoire,ALLIES (BOULEVARD DES),3+427,Boulevard des Alliés,,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,466
"48.08920863528575,-1.682337820528747","{""coordinates"": [-1.682337820528747, 48.08920863528575], ""type"": ""Point""}",accident.254,254,425255,SP/35238/98,2022-03-30,11:40,Mercredi,35238,hors intersection,Avenue du Canada,N/C,CANADA (AVENUE DU),2,,,,Bicyclette,,,,,,Conducteur,,,,,,,,0,1,0,2022-01-01,467
"48.1508899990433,-1.6840000000040871","{""coordinates"": [-1.684000000004087, 48.1508899990433], ""type"": ""Point""}",accident.719,719,66551563,SP/35238/290,2020-09-18,09:10,Vendredi,35278,hors intersection,BLAVET (RUE DU),0+0,BLAVET (RUE DU),,,,,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2020-01-01,468
"48.21236799905008,-1.7669180000014735","{""coordinates"": [-1.766918000001473, 48.21236799905008], ""type"": ""Point""}",accident.898,898,66528777,GN/71153/2352,2020-11-06,13:40,Vendredi,35120,hors intersection,La Justice,17+3,La Justice,,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2020-01-01,469
"48.11468999904659,-1.6564000000009693","{""coordinates"": [-1.656400000000969, 48.11468999904659], ""type"": ""Point""}",accident.1112,1112,109235,SP/35238/435,2021-11-16,17:20,Mardi,35238,hors intersection,LECLERC (AVENUE DU GENERAL),N/C,LECLERC (AVENUE DU GENERAL),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,Passager,,,,,,0,0,1,2021-01-01,470
"48.1124169312858,-1.6773371667313164","{""coordinates"": [-1.677337166731316, 48.1124169312858], ""type"": ""Point""}",accident.1336,1336,2218,Sécurité publique 0035238 00161,2016-04-22,15:30,Vendredi,35238,En X,PARLEMENT/HUGO,,Place du Parlement de Bretagne,0,,Rue Victor Hugo,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,471
"48.12309999904653,-1.6772999999935296","{""coordinates"": [-1.67729999999353, 48.12309999904653], ""type"": ""Point""}",accident.480,480,77747,SP/35238/175,2021-05-26,18:35,Mercredi,35238,hors intersection,SAINT-MARTIN (CANAL),N/C,SAINT-MARTIN (CANAL),,,,,"VU seul 1,5T < PTAC <=3,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,472
"48.11984999904301,-1.680349999998035","{""coordinates"": [-1.680349999998035, 48.11984999904301], ""type"": ""Point""}",accident.487,487,90056,SP/35238/271,2021-07-30,22:50,Vendredi,35238,hors intersection,Rue SAINT-MARTIN,N/C,Rue SAINT-MARTIN,,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,473
"48.12243441922539,-1.638765204474894","{""coordinates"": [-1.638765204474894, 48.12243441922539], ""type"": ""Point""}",accident.1707,1707,2348,Sécurité publique 0035238 00420,2012-09-04,09:15,Mardi,35238,Giratoire,C.FOULON/P.DONZELOT,,AVENUE PROFESSEUR CHARLES FOULON,0,,AVENUE PIERRE DONZELOT,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2012-01-01,474
"48.106402027642154,-1.684617463746858","{""coordinates"": [-1.684617463746858, 48.106402027642154], ""type"": ""Point""}",accident.2114,2114,251,Sécurité publique 0035238 00263,2015-06-23,16:00,Mardi,35238,hors intersection,"22, BD  LA T.D'AUVERGNE",,Boulevard de La Tour d'Auvergne,,,,,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2015-01-01,475
"48.10556660506434,-1.6505987274990077","{""coordinates"": [-1.650598727499008, 48.10556660506434], ""type"": ""Point""}",accident.2996,2996,2876,Sécurité publique 0035238 00154,2017-04-04,17:45,Mardi,35238,hors intersection,"00, VILLEBOIS MAREUIL (B",,,0,,,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,476
"48.07784995706695,-1.7327300556321472","{""coordinates"": [-1.732730055632147, 48.07784995706695], ""type"": ""Point""}",accident.3033,3033,1786,Sécurité publique 0035238 00033,2013-01-24,16:35,Jeudi,35281,hors intersection,"15, BUHOTIERE (RUE DE LA",,BUHOTIERE (RUE DE LA),0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,477
"48.130718235841584,-1.6422566950587776","{""coordinates"": [-1.642256695058778, 48.130718235841584], ""type"": ""Point""}",accident.3931,3931,2113,Sécurité publique 0035238 00504,2016-11-18,15:26,Vendredi,35238,hors intersection,"4, PATIS TATELIN",,Rue du Pâtis Tatelin,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2016-01-01,478
"48.13268999905011,-1.6613699999989666","{""coordinates"": [-1.661369999998967, 48.13268999905011], ""type"": ""Point""}",accident.3932,3932,63434277,SP/35238/493,2019-12-09,15:40,Lundi,35238,En X,PATTON (AVENUE DU GENERAL SIR GEORGES),0+0,PATTON (AVENUE DU GENERAL SIR GEORGES),,0+0,PATTON (AVENUE DU GENERAL SIR GEORGES),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,479
"48.117019999044075,-1.7080599999930446","{""coordinates"": [-1.708059999993045, 48.117019999044075], ""type"": ""Point""}",accident.3978,3978,63439790,SP/35238/428,2019-10-31,18:00,Jeudi,35238,En X,CHURCHILL (AVENUE SIR WINSTON),0+0,CHURCHILL (AVENUE SIR WINSTON),,0+0,CHURCHILL (AVENUE SIR WINSTON),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,480
"48.122675094118904,-1.6854085283012163","{""coordinates"": [-1.685408528301216, 48.122675094118904], ""type"": ""Point""}",accident.4005,4005,1974,Sécurité publique 0035238 00380,2016-09-03,19:30,Samedi,35238,En X,COËTLOGON/VERDUN,,Boulevard de Verdun,0,,Rue de Coëtlogon,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2016-01-01,481
"48.10993265831581,-1.6554728265603982","{""coordinates"": [-1.655472826560398, 48.10993265831581], ""type"": ""Point""}",accident.4097,4097,876,Sécurité publique 0035238 00132,2013-03-24,11:40,Dimanche,35238,En X,V.MAREUIL/A.GUÉRIN,,Boulevard Villebois-Mareuil,0,,Rue Alphonse Guérin,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,482
