geo_point_2d;geo_shape;gml_id;objectid;accident;unite_pv;date;heure;jsem;code_insee;inter;adresse;pr;nomv;numvro;pr_2;nomv_2;numvro_2;vehicule1;vehicule2;vehicule3;vehicule4;vehicule5;vehicule6;usager1;usager2;usager3;usager4;usager5;usager6;usager7;usager8;ntu;nbh;nbnh;wms_time
48.11027999904999,-1.6762400000035582;"{""coordinates"": [-1.676240000003558, 48.11027999904999], ""type"": ""Point""}";accident.409;409;66526429;SP/35238/306;2020-10-01;16:35;Jeudi;35238;hors intersection;CHATEAUBRIAND (QUAI);0+0;CHATEAUBRIAND (QUAI);;;;;Bicyclette;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2020-01-01
48.108299999043275,-1.6778000000008508;"{""coordinates"": [-1.677800000000851, 48.108299999043275], ""type"": ""Point""}";accident.430;430;66531239;SP/35238/73;2020-02-19;20:15;Mercredi;35238;hors intersection;21 Rue Maréchal Joffre;0+0;21 Rue Maréchal Joffre;;;;;Bicyclette;;;;;;Conducteur;Piéton;;;;;;;0;0;1;2020-01-01
48.1091028270828,-1.6929320097034495;"{""coordinates"": [-1.692932009703449, 48.1091028270828], ""type"": ""Point""}";accident.505;505;112435;SP/35238/461;2021-12-03;17:15;Vendredi;35238;hors intersection;VANEAU;N/C;Rue Vaneau;;;;;Véhicule de tourisme (VT);Nouvel engin de déplacement personnel (EDP) à moteur;;;;;Conducteur;Conducteur;Piéton;;;;;;0;0;2;2021-01-01
48.106579999050226,-1.6508799999973327;"{""coordinates"": [-1.650879999997333, 48.106579999050226], ""type"": ""Point""}";accident.893;893;66529722;SP/35238/17;2020-01-18;18:00;Samedi;35238;hors intersection;VILLEBOIS MAREUIL (BD);0+0;VILLEBOIS MAREUIL (BD);;;;;Autre engin de déplacement personnel (EDP) sans moteur;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2020-01-01
48.083199999048,-1.677000000000151;"{""coordinates"": [-1.677000000000151, 48.083199999048], ""type"": ""Point""}";accident.206;206;66522952;SP/35238/264;2020-09-04;14:20;Vendredi;35238;hors intersection;BOSPHORE (DU);0+0;BOSPHORE (DU);;;;;Bicyclette;;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.107064202563734,-1.6951060404094282;"{""coordinates"": [-1.695106040409428, 48.107064202563734], ""type"": ""Point""}";accident.1933;1933;2859;Sécurité publique 0035238 00135;2017-03-28;12:20;Mardi;35238;hors intersection;2, GUY (JEAN);;;0;;;0;Bicyclette;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2017-01-01
48.10932782388778,-1.678923925862957;"{""coordinates"": [-1.678923925862957, 48.10932782388778], ""type"": ""Point""}";accident.2174;2174;2989;Sécurité publique 0035238 00342;2017-08-05;11:03;Samedi;35238;hors intersection;12, PRE BOTTE (DU);;;0;;;0;Bicyclette;;;;;;Conducteur;Piéton;;;;;;;0;1;0;2017-01-01
48.10102399904241,-1.6851510000029541;"{""coordinates"": [-1.685151000002954, 48.10102399904241], ""type"": ""Point""}";accident.4246;4246;63448424;SP/35238/164;2019-05-02;18:35;Jeudi;35238;En T;NANTES (DE);0+0;NANTES (DE);;0+0;NANTES (DE);;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Piéton;;;;;;;0;0;1;2019-01-01
48.10706343280871,-1.6162830591194368;"{""coordinates"": [-1.616283059119437, 48.10706343280871], ""type"": ""Point""}";accident.150;150;472509;SP/35238/89;2022-03-23;16:30;Mercredi;35051;Giratoire;ALLIES (BOULEVARD DES);3+427;Boulevard des Alliés;;;;;Bicyclette;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2022-01-01
48.08920863528575,-1.682337820528747;"{""coordinates"": [-1.682337820528747, 48.08920863528575], ""type"": ""Point""}";accident.254;254;425255;SP/35238/98;2022-03-30;11:40;Mercredi;35238;hors intersection;Avenue du Canada;N/C;CANADA (AVENUE DU);2;;;;Bicyclette;;;;;;Conducteur;;;;;;;;0;1;0;2022-01-01
48.11793138903117,-1.685744225975409;"{""coordinates"": [-1.685744225975409, 48.11793138903117], ""type"": ""Point""}";accident.538;538;451159;SP/35238/269;2022-07-25;18:15;Lundi;35238;hors intersection;41°REGIMENT D'INFANTERIE (AVENUE);N/C;Pont Legraverend;;;;;Véhicule de tourisme (VT);Vélo par assistance électrique;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2022-01-01
48.1508899990433,-1.6840000000040871;"{""coordinates"": [-1.684000000004087, 48.1508899990433], ""type"": ""Point""}";accident.719;719;66551563;SP/35238/290;2020-09-18;09:10;Vendredi;35278;hors intersection;BLAVET (RUE DU);0+0;BLAVET (RUE DU);;;;;Bicyclette;;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.21236799905008,-1.7669180000014735;"{""coordinates"": [-1.766918000001473, 48.21236799905008], ""type"": ""Point""}";accident.898;898;66528777;GN/71153/2352;2020-11-06;13:40;Vendredi;35120;hors intersection;La Justice;17+3;La Justice;;;;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2020-01-01
48.11468999904659,-1.6564000000009693;"{""coordinates"": [-1.656400000000969, 48.11468999904659], ""type"": ""Point""}";accident.1112;1112;109235;SP/35238/435;2021-11-16;17:20;Mardi;35238;hors intersection;LECLERC (AVENUE DU GENERAL);N/C;LECLERC (AVENUE DU GENERAL);;;;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2021-01-01
48.1124169312858,-1.6773371667313164;"{""coordinates"": [-1.677337166731316, 48.1124169312858], ""type"": ""Point""}";accident.1336;1336;2218;Sécurité publique 0035238 00161;2016-04-22;15:30;Vendredi;35238;En X;PARLEMENT/HUGO;;Place du Parlement de Bretagne;0;;Rue Victor Hugo;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2016-01-01
48.11431275563981,-1.7191078910323052;"{""coordinates"": [-1.719107891032305, 48.11431275563981], ""type"": ""Point""}";accident.197;197;375;Sécurité publique 0035238 00319;2015-07-29;11:40;Mercredi;35238;hors intersection;ROCADE OUEST EXTÉRIEURE;0015+0000;Route nationale 136;;;;;VL;Tracteur routier + semi-remorque;tracteur routier/semi-remorque;;;;Conducteur;Passager;Passager;Conducteur;Conducteur;;;;0;0;2;2015-01-01
48.09016999904723,-1.6818100000040208;"{""coordinates"": [-1.681810000004021, 48.09016999904723], ""type"": ""Point""}";accident.185;185;63466514;SP/35238/245;2019-05-31;01:10;Vendredi;35238;hors intersection;FORCES FRANCAISES DE L'ONU (ROND POINT);0+0;FORCES FRANCAISES DE L'ONU (ROND POINT);;;;;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;1;0;2019-01-01
48.10301999905027,-1.6842399999952438;"{""coordinates"": [-1.684239999995244, 48.10301999905027], ""type"": ""Point""}";accident.224;224;79567;SP/35238/183;2021-06-04;15:10;Vendredi;35238;hors intersection;TOUR D'AUVERGNE (BD DE LA);N/C;TOUR D'AUVERGNE (BD DE LA);;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;Conducteur;Conducteur;Conducteur;Conducteur;;;;;0;0;1;2021-01-01
48.090197999043454,-1.695026000003781;"{""coordinates"": [-1.695026000003781, 48.090197999043454], ""type"": ""Point""}";accident.226;226;86954;SP/35238/239;2021-07-12;09:00;Lundi;35281;hors intersection;TEMPLE-DE-BLOSNE (RUE DU);N/C;TEMPLE-DE-BLOSNE (RUE DU);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Passager;;;;;;;0;0;2;2021-01-01
48.10537224086273,-1.7343495159262579;"{""coordinates"": [-1.734349515926258, 48.10537224086273], ""type"": ""Point""}";accident.292;292;66533127;SP/35238/277;2020-09-09;15:00;Mercredi;35238;hors intersection;LORIENT (DE);2+900;LORIENT (DE);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.12652347228341,-1.6654376203145582;"{""coordinates"": [-1.665437620314558, 48.12652347228341], ""type"": ""Point""}";accident.296;296;2144;Sécurité publique 0035238 00133;2016-04-05;17:30;Mardi;35238;En T;PATTON/CHAROST;;Avenue Général George S. Patton;0;;Rue Cardinal Charost;0;VL;VL;VL;;;;Conducteur;Conducteur;Passager;Conducteur;;;;;0;0;2;2016-01-01
48.12342999905112,-1.7186099999947424;"{""coordinates"": [-1.718609999994742, 48.12342999905112], ""type"": ""Point""}";accident.327;327;66552624;SP/35238/49;2020-02-02;12:15;Dimanche;35238;hors intersection;RN 136 PORTE DE BEAUREGARD;16+0;RN 136 PORTE DE BEAUREGARD;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.107079999049084,-1.718540000000153;"{""coordinates"": [-1.718540000000153, 48.107079999049084], ""type"": ""Point""}";accident.330;330;66545523;SP/35238/285;2020-09-15;08:30;Mardi;35238;hors intersection;LORIENT (DE);0+177;LORIENT (DE);;;;;VU seul 1,5T < PTAC <=3,5T;VU seul 1,5T < PTAC <=3,5T;Véhicule de tourisme (VT);;;;Conducteur;Conducteur;Conducteur;;;;;;0;1;1;2020-01-01
48.11153999904652,-1.7181900000045374;"{""coordinates"": [-1.718190000004537, 48.11153999904652], ""type"": ""Point""}";accident.341;341;87812;SP/35238/248;2021-07-17;16:15;Samedi;35238;hors intersection;RN136;14+628;N136;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;Conducteur;Conducteur;Conducteur;;;;;;0;0;1;2021-01-01
48.10688433034745,-1.7292349040571273;"{""coordinates"": [-1.729234904057127, 48.10688433034745], ""type"": ""Point""}";accident.354;354;428442;SP/35238/258;2022-07-11;09:20;Lundi;35238;hors intersection;RN24;2+500;N24;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2022-01-01
48.1192125677844,-1.7200141400066449;"{""coordinates"": [-1.720014140006645, 48.1192125677844], ""type"": ""Point""}";accident.363;363;456100;SP/35238/129;2022-04-22;16:55;Vendredi;35238;hors intersection;N136;15+520;N136;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;Conducteur;Conducteur;Conducteur;Conducteur;Passager;;;;0;0;3;2022-01-01
48.10717626696969,-1.6712522506767202;"{""coordinates"": [-1.67125225067672, 48.10717626696969], ""type"": ""Point""}";accident.408;408;63475928;SP/35238/361;2019-09-17;11:25;Mardi;35238;hors intersection;SAINT-HELIER;0+0;SAINT-HELIER;;;;;Moto ou sidecar > 125 cm3;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2019-01-01
48.11352199904536,-1.6872150000010158;"{""coordinates"": [-1.687215000001016, 48.11352199904536], ""type"": ""Point""}";accident.420;420;63448436;SP/35238/176;2019-05-07;00:15;Mardi;35238;hors intersection;SAINT-CAST (PASSAGE);0+0;SAINT-CAST (PASSAGE);;;;;Véhicule de tourisme (VT);Nouvel engin de déplacement personnel (EDP) à moteur;;;;;Conducteur;Conducteur;;;;;;;0;1;1;2019-01-01
48.11551355882328,-1.7191552732767243;"{""coordinates"": [-1.719155273276724, 48.11551355882328], ""type"": ""Point""}";accident.453;453;3055;Sécurité publique 0035238 00504;2017-10-21;18:16;Samedi;35238;hors intersection;PORTE DE BREST;;;0;;;0;VL;VL;VL;VL;;;Conducteur;Conducteur;Conducteur;Conducteur;;;;;0;0;1;2017-01-01
48.10637699905004,-1.67295800000123;"{""coordinates"": [-1.67295800000123, 48.10637699905004], ""type"": ""Point""}";accident.456;456;66528139;SP/35238/117;2020-04-10;22:30;Vendredi;35238;hors intersection;31 Avenue Jean Janvier;N/C;31 Avenue Jean Janvier;;;;;Scooter <= 50 cm3;;;;;;Conducteur;Passager;;;;;;;0;0;2;2020-01-01
48.10729999904371,-1.6717000000029019;"{""coordinates"": [-1.671700000002902, 48.10729999904371], ""type"": ""Point""}";accident.509;509;417150;SP/35238/1;2022-01-01;00:50;Samedi;35238;hors intersection;SAINT-HELIER;N/C;Rue Saint-Hélier;28;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2022-01-01
48.12309999904653,-1.6772999999935296;"{""coordinates"": [-1.67729999999353, 48.12309999904653], ""type"": ""Point""}";accident.480;480;77747;SP/35238/175;2021-05-26;18:35;Mercredi;35238;hors intersection;SAINT-MARTIN (CANAL);N/C;SAINT-MARTIN (CANAL);;;;;VU seul 1,5T < PTAC <=3,5T;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2021-01-01
48.11984999904301,-1.680349999998035;"{""coordinates"": [-1.680349999998035, 48.11984999904301], ""type"": ""Point""}";accident.487;487;90056;SP/35238/271;2021-07-30;22:50;Vendredi;35238;hors intersection;Rue SAINT-MARTIN;N/C;Rue SAINT-MARTIN;;;;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2021-01-01
48.11780010730928,-1.685239400863959;"{""coordinates"": [-1.685239400863959, 48.11780010730928], ""type"": ""Point""}";accident.498;498;105705;SP/35238/396;2021-10-24;18:40;Dimanche;35238;hors intersection;LEGRAVEREND;N/C;LEGRAVEREND;;;;;Véhicule de tourisme (VT);Nouvel engin de déplacement personnel (EDP) à moteur;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2021-01-01
48.11381999904633,-1.7052599999954787;"{""coordinates"": [-1.705259999995479, 48.11381999904633], ""type"": ""Point""}";accident.512;512;419190;SP/35238/149;2022-05-06;21:35;Vendredi;35238;hors intersection;SAINT-BRIEUC (DE);N/C;Rue de Saint-Brieuc;;;;;Véhicule de tourisme (VT);Cyclomoteur <=50 cm3;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2022-01-01
48.10970452291498,-1.6879382729535992;"{""coordinates"": [-1.687938272953599, 48.10970452291498], ""type"": ""Point""}";accident.533;533;437243;SP/35238/402;2022-11-02;20:35;Mercredi;35238;hors intersection;MITTERAND (MAIL FRANCOIS);N/C;MITTERAND (MAIL FRANCOIS);15;;;;Scooter <= 50 cm3;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2022-01-01
48.12564999904786,-1.6967500000004347;"{""coordinates"": [-1.696750000000435, 48.12564999904786], ""type"": ""Point""}";accident.536;536;447837;SP/35238/226;2022-06-21;12:45;Mardi;35238;hors intersection;TILLON (AVENUE CHARLES);N/C;Avenue Charles et Raymonde Tillon;;;;;Véhicule de tourisme (VT);Scooter <= 50 cm3;Véhicule de tourisme (VT);;;;Conducteur;Conducteur;Conducteur;Passager;;;;;0;0;1;2022-01-01
48.07904999904884,-1.6901500000068732;"{""coordinates"": [-1.690150000006873, 48.07904999904884], ""type"": ""Point""}";accident.620;620;66530803;SP/35238/233;2020-08-07;18:15;Vendredi;35206;hors intersection;RN136;10+228;RN136;;;;;Véhicule de tourisme (VT);Tracteur routier + semi-remorque;;;;;Conducteur;Conducteur;Passager;Passager;;;;;0;0;2;2020-01-01
48.0979405947439,-1.675307599532043;"{""coordinates"": [-1.675307599532043, 48.0979405947439], ""type"": ""Point""}";accident.635;635;2920;Sécurité publique 0035238 00236;2017-05-22;14:20;Lundi;35238;En X;ALMA (DE L')/ROUAULT;;;0;;;0;motocyclette >50<=125 cm3;VL;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;2;2017-01-01
48.137359999045124,-1.6935900000034065;"{""coordinates"": [-1.693590000003407, 48.137359999045124], ""type"": ""Point""}";accident.649;649;63463764;SP/35238/51;2019-02-02;11:45;Samedi;35278;hors intersection;ROUTE DE SAINT-MALO;0+0;ROUTE DE SAINT-MALO;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;Passager;;;;;0;0;1;2019-01-01
48.108759999050484,-1.6538000000027326;"{""coordinates"": [-1.653800000002733, 48.108759999050484], ""type"": ""Point""}";accident.657;657;66514027;SP/35238/221;2020-07-28;01:40;Mardi;35238;hors intersection;VILLEBOIS MAREUIL (BD);0+0;VILLEBOIS MAREUIL (BD);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.11044399904893,-1.5899560000011683;"{""coordinates"": [-1.589956000001168, 48.11044399904893], ""type"": ""Point""}";accident.661;661;63429549;SP/35238/435;2019-11-03;17:15;Dimanche;35051;hors intersection;RN136;1+700;RN136;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;Passager;;;;;0;0;2;2019-01-01
48.15008999904949,-1.6996199999978943;"{""coordinates"": [-1.699619999997894, 48.15008999904949], ""type"": ""Point""}";accident.663;663;63455582;SP/35238/518;2019-12-23;18:40;Lundi;35189;hors intersection;RD 137;52+750;RD 137;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;Conducteur;Conducteur;Conducteur;Conducteur;Conducteur;;;;0;0;2;2019-01-01
48.08627999905057,-1.614459999998168;"{""coordinates"": [-1.614459999998168, 48.08627999905057], ""type"": ""Point""}";accident.665;665;63445620;SP/35238/227;2019-06-24;13:55;Lundi;35055;hors intersection;AUVERGNE (RUE D');0+0;AUVERGNE (RUE D');;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2019-01-01
48.07780599904984,-1.675231000003615;"{""coordinates"": [-1.675231000003615, 48.07780599904984], ""type"": ""Point""}";accident.673;673;66507887;SP/35238/338;2020-10-21;08:10;Mercredi;35238;hors intersection;RN 137;43+0;RN 137;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2020-01-01
48.07944271369552,-1.6880542969718815;"{""coordinates"": [-1.688054296971881, 48.07944271369552], ""type"": ""Point""}";accident.675;675;63443265;SP/35238/19;2019-01-16;08:36;Mercredi;35206;hors intersection;RN136;10+200;RN136;;;;;Véhicule de tourisme (VT);PL seul PTAC > 7,5T;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2019-01-01
48.13332099904789,-1.691372999997064;"{""coordinates"": [-1.691372999997064, 48.13332099904789], ""type"": ""Point""}";accident.680;680;66546263;SP/35238/422;2020-12-30;17:20;Mercredi;35278;hors intersection;RD 437;0+58;RD 437;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.10039386026502,-1.6499225183749433;"{""coordinates"": [-1.649922518374943, 48.10039386026502], ""type"": ""Point""}";accident.685;685;582;Sécurité publique 0035238 00305;2014-06-16;10:00;Lundi;35238;En X;CHÂTEAUGIRON/BOURGEOIS;;Rue de Châteaugiron;0;;Boulevard Léon Bourgeois;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2014-01-01
48.114789999045364,-1.5660500000011033;"{""coordinates"": [-1.566050000001103, 48.114789999045364], ""type"": ""Point""}";accident.688;688;66509340;SP/35238/295;2020-09-22;14:15;Mardi;35051;hors intersection;Diffuseur RN 136 - RN 157;N/C;Diffuseur RN 136 - RN 157;;;;;PL > 3,5T + remorque;;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.16242299904913,-1.858224000005315;"{""coordinates"": [-1.858224000005315, 48.16242299904913], ""type"": ""Point""}";accident.750;750;66535441;GN/10048/2932;2020-07-08;14:15;Mercredi;35275;hors intersection;N12;75+50;N12;;;;;Véhicule de tourisme (VT);VU seul 1,5T < PTAC <=3,5T;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2020-01-01
48.14173399904829,-1.670760999995831;"{""coordinates"": [-1.670760999995831, 48.14173399904829], ""type"": ""Point""}";accident.753;753;66514028;SP/35238/222;2020-07-28;15:30;Mardi;35278;hors intersection;ROCADE 14-13b;20+399;ROCADE 14-13b;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Passager;;;;;;;0;0;2;2020-01-01
48.01130507568725,-1.6917895508832939;"{""coordinates"": [-1.691789550883294, 48.01130507568725], ""type"": ""Point""}";accident.2192;2192;2828;Gendarmerie Nationale 0028304 00605;2017-08-06;15:05;Dimanche;35363;hors intersection;RN137 - PR 33+380;;;0;;;0;VL;;;;;;Conducteur;Passager;;;;;;;0;1;1;2017-01-01
48.1593729990429,-1.625719000005949;"{""coordinates"": [-1.625719000005949, 48.1593729990429], ""type"": ""Point""}";accident.785;785;66536475;GN/15627/2050;2020-10-08;07:45;Jeudi;35024;hors intersection;D 175;41+700;D 175;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2020-01-01
48.10476999904819,-1.6037999999968118;"{""coordinates"": [-1.603799999996812, 48.10476999904819], ""type"": ""Point""}";accident.791;791;66535315;SP/35238/75;2020-02-22;14:20;Samedi;35051;hors intersection;RN 136 BEAULIEU (PORTE DE);2+891;RN 136 BEAULIEU (PORTE DE);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Passager;;;;;;;0;0;1;2020-01-01
48.09037782568534,-1.7386692882577832;"{""coordinates"": [-1.738669288257783, 48.09037782568534], ""type"": ""Point""}";accident.853;853;66525416;SP/35238/193;2020-07-06;17:15;Lundi;35238;hors intersection;PREVALAYE (CHEMIN DE LA);0+0;PREVALAYE (CHEMIN DE LA);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.09987999905068,-1.651140000002101;"{""coordinates"": [-1.651140000002101, 48.09987999905068], ""type"": ""Point""}";accident.871;871;63448449;SP/35238/190;2019-05-21;09:30;Mardi;35238;hors intersection;BOURGEOIS (BOULEVARD LEON);0+0;BOURGEOIS (BOULEVARD LEON);;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2019-01-01
48.08801199904479,-1.6340279999968306;"{""coordinates"": [-1.634027999996831, 48.08801199904479], ""type"": ""Point""}";accident.877;877;63436295;SP/35238/496;2019-12-10;17:50;Mardi;35238;hors intersection;PORTE DES LOGES;5+800;PORTE DES LOGES;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2019-01-01
48.15401999904344,-1.6243699999956462;"{""coordinates"": [-1.624369999995646, 48.15401999904344], ""type"": ""Point""}";accident.882;882;66506145;SP/35238/1;2020-01-01;22:00;Mercredi;35051;hors intersection;D 175 Cesson-Sévigné;42+100;D 175 Cesson-Sévigné;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.146316999042945,-1.7864160000034939;"{""coordinates"": [-1.786416000003494, 48.146316999042945], ""type"": ""Point""}";accident.922;922;66513647;GN/10048/4020;2020-09-25;23:10;Vendredi;35210;hors intersection;N12;69+264;N12;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2020-01-01
48.15146999904387,-1.6999470000053623;"{""coordinates"": [-1.699947000005362, 48.15146999904387], ""type"": ""Point""}";accident.937;937;63458250;SP/35238/92;2019-03-12;21:30;Mardi;35278;hors intersection;RD 137;53+0;RD 137;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;;;;;;;;0;0;1;2019-01-01
48.12486410292199,-1.6671170379662976;"{""coordinates"": [-1.667117037966298, 48.12486410292199], ""type"": ""Point""}";accident.1630;1630;3387;Sécurité publique 0035238 00029;2018-01-01;20:00;Lundi;35238;En X;149 RUE D'ANTRAIN;;;0;;;0;Scooter <= 50 cm3;Scooter <= 50 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2018-01-01
