geo_point_2d;geo_shape;gml_id;objectid;accident;unite_pv;date;heure;jsem;code_insee;inter;adresse;pr;nomv;numvro;pr_2;nomv_2;numvro_2;vehicule1;vehicule2;vehicule3;vehicule4;vehicule5;vehicule6;usager1;usager2;usager3;usager4;usager5;usager6;usager7;usager8;ntu;nbh;nbnh;wms_time
48.102040852493126,-1.6579155373245569;"{""coordinates"": [-1.657915537324557, 48.102040852493126], ""type"": ""Point""}";accident.2110;2110;2121;Sécurité publique 0035238 00044;2016-12-30;21:15;Vendredi;35238;hors intersection;18, CHATEAUGIRON (DE);;Rue de Châteaugiron;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;1;0;2016-01-01
48.10752446847901,-1.7164441747654104;"{""coordinates"": [-1.71644417476541, 48.10752446847901], ""type"": ""Point""}";accident.2117;2117;389;Sécurité publique 0035238 00116;2014-03-02;07:15;Dimanche;35238;à plus de 4 branches;PORTE DE LORIENT;;Rue de Lorient;0;;Porte de Lorient;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2014-01-01
48.08549904089294,-1.648959501033458;"{""coordinates"": [-1.648959501033458, 48.08549904089294], ""type"": ""Point""}";accident.2121;2121;763;Sécurité publique 0035238 00496;2013-11-05;13:51;Mardi;35238;hors intersection;AVENUE DE LA VISTULE;;Avenue de la Vistule;0;;;0;VL;;;;;;Conducteur;Passager;;;;;;;0;0;2;2013-01-01
48.08959521057449,-1.6446817187343306;"{""coordinates"": [-1.644681718734331, 48.08959521057449], ""type"": ""Point""}";accident.2122;2122;2894;Sécurité publique 0035238 00113;2017-03-10;21:56;Vendredi;35238;En T;VERN (RUE DE);;;0;;;0;VL;VL;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;2;2017-01-01
48.10167662610112,-1.6555213202868357;"{""coordinates"": [-1.655521320286836, 48.10167662610112], ""type"": ""Point""}";accident.2124;2124;2415;Sécurité publique 0035238 00483;2012-10-07;13:20;Dimanche;35238;hors intersection;34 RUE DE CHATEAUGIRON;;RUE DE CHATEAUGIRON;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2012-01-01
48.1155000065911,-1.5707199350997385;"{""coordinates"": [-1.570719935099739, 48.1155000065911], ""type"": ""Point""}";accident.2127;2127;1198;Sécurité publique 0035238 00041;2015-11-20;20:00;Vendredi;35051;hors intersection;00, PORTE DE LA RIGOURDI;0001+0000;PORTE DE LA RIGOURDIERE;;;;;VL;;;;;;Conducteur;;;;;;;;0;0;1;2015-01-01
48.12100603737821,-1.7220214658783681;"{""coordinates"": [-1.722021465878368, 48.12100603737821], ""type"": ""Point""}";accident.2135;2135;167;Sécurité publique 0035238 00081;2015-02-19;12:37;Jeudi;35238;à plus de 4 branches;PORTE DE BREST;;Porte de Brest;0;0000+0000;Rocade Ouest;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2015-01-01
48.11986787745416,-1.715848048207722;"{""coordinates"": [-1.715848048207722, 48.11986787745416], ""type"": ""Point""}";accident.2136;2136;2557;Sécurité publique 0035238 00375;2012-08-03;21:05;Vendredi;35238;hors intersection;16 RUE D'ARMAGNAC;;Rue d'Armagnac;0;;;0;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2012-01-01
48.12920995818055,-1.7519660880154477;"{""coordinates"": [-1.751966088015448, 48.12920995818055], ""type"": ""Point""}";accident.2144;2144;2689;Gendarmerie Nationale 0027331 02883;2013-07-20;11:15;Samedi;35353;hors intersection;;0066+0000;Route nationale 12;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;1;0;2013-01-01
48.11891636787429,-1.6681469753126565;"{""coordinates"": [-1.668146975312657, 48.11891636787429], ""type"": ""Point""}";accident.2147;2147;793;Sécurité publique 0035238 00300;2013-07-17;12:50;Mercredi;35238;hors intersection;99, RUE J.GUÉHENNO;;Rue Jean Guéhenno;0;;;0;motocyclette >50<=125 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2013-01-01
48.126816742004344,-1.6891779632364867;"{""coordinates"": [-1.689177963236487, 48.126816742004344], ""type"": ""Point""}";accident.2145;2145;838;Sécurité publique 0035238 00434;2013-10-09;15:00;Mercredi;35238;hors intersection;6, AVENUE C.TILLON;0000+0000;Avenue Charles Tillon;0;;;0;motocyclette > 125 cm3;;;;;;Conducteur;;;;;;;;0;1;0;2013-01-01
48.08677003782329,-1.7073299454742834;"{""coordinates"": [-1.707329945474283, 48.08677003782329], ""type"": ""Point""}";accident.2171;2171;1785;Sécurité publique 0035238 00311;2013-07-24;23:30;Mercredi;35281;hors intersection;00, DODIN (AVENUE ROGER);;DODIN (AVENUE ROGER);0;;;0;motocyclette >50<=125 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2013-01-01
48.11507003254044,-1.575750031476229;"{""coordinates"": [-1.575750031476229, 48.11507003254044], ""type"": ""Point""}";accident.2173;2173;1230;Sécurité publique 0035238 00381;2013-09-10;23:45;Mardi;35051;hors intersection;00, RIGOURDIERE (PORTE D;0000+0780;RIGOURDIERE (PORTE DE LA);0;;;0;motocyclette > 125 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2013-01-01
48.1285747171761,-1.6985824868540664;"{""coordinates"": [-1.698582486854066, 48.1285747171761], ""type"": ""Point""}";accident.2177;2177;2317;Sécurité publique 0035238 00076;2012-02-14;20:00;Mardi;35238;hors intersection;AVENUE DU CUCILLÉ;;AVENUE DE CUCILLE;0;;;0;motocyclette > 125 cm3;;;;;;Conducteur;;;;;;;;0;1;0;2012-01-01
48.11307863154228,-1.6835610397635832;"{""coordinates"": [-1.683561039763583, 48.11307863154228], ""type"": ""Point""}";accident.2189;2189;538;Sécurité publique 0035238 00302;2014-06-16;00:50;Lundi;35238;hors intersection;28, PLACE DES LICES;;Place des Lices;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;1;0;2014-01-01
48.013379999736905,-1.6914300004105176;"{""coordinates"": [-1.691430000410518, 48.013379999736905], ""type"": ""Point""}";accident.2236;2236;1498;Gendarmerie Nationale 0028304 00659;2016-08-24;23:45;Mercredi;35363;hors intersection;;0035+0700;;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;1;0;2016-01-01
48.08003533562778,-1.6819802731282394;"{""coordinates"": [-1.681980273128239, 48.08003533562778], ""type"": ""Point""}";accident.2211;2211;451;Sécurité publique 0035238 00029;2014-01-14;08:15;Mardi;35206;à plus de 4 branches;PORTE DE NANTES;0009+0600;Route nationale 136;0;;Rocade Sud;0;motocyclette >50<=125 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2014-01-01
48.14082998905712,-1.689630039769112;"{""coordinates"": [-1.689630039769112, 48.14082998905712], ""type"": ""Point""}";accident.2231;2231;3248;Sécurité publique 0035238 00290;2017-06-23;17:51;Vendredi;35278;hors intersection;00, RN 136;;;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2017-01-01
48.126199999590845,-1.6656099975204695;"{""coordinates"": [-1.665609997520469, 48.126199999590845], ""type"": ""Point""}";accident.2249;2249;2437;Sécurité publique 0035238 00517;2012-10-22;07:55;Lundi;35238;hors intersection;163, AVENUE G.PATTON;;AVENUE GENERAL GEORGE S. PATTON;0;;;0;cyclomoteur;;;;;;Conducteur;Passager;;;;;;;0;0;2;2012-01-01
48.110781129222985,-1.6499295452583709;"{""coordinates"": [-1.649929545258371, 48.110781129222985], ""type"": ""Point""}";accident.2278;2278;932;Sécurité publique 0035238 00165;2013-04-17;12:30;Mercredi;35238;hors intersection;AVENUE F.CHÂTEAU;;Avenue François Château;0;;;0;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2013-01-01
48.13261137429968,-1.6902306387257655;"{""coordinates"": [-1.690230638725766, 48.13261137429968], ""type"": ""Point""}";accident.2284;2284;66552579;SP/35238/242;2020-08-21;13:15;Vendredi;35238;Giratoire;COLLIN (RENE);N/C;COLLIN (RENE);;;;;Bicyclette;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;2020-01-01
48.1084112946241,-1.6838026105612809;"{""coordinates"": [-1.683802610561281, 48.1084112946241], ""type"": ""Point""}";accident.2301;2301;2432;Sécurité publique 0035238 00409;2012-08-29;22:20;Mercredi;35238;hors intersection;51, BD DE LA LIBERTÉ;;Boulevard de la Liberté;0;;;0;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;1;0;2012-01-01
48.11293096147764,-1.683918995242971;"{""coordinates"": [-1.683918995242971, 48.11293096147764], ""type"": ""Point""}";accident.2300;2300;911;Sécurité publique 0035238 00468;2013-10-23;11:20;Mercredi;35238;hors intersection;30, PLACE DES LICES;;Place des Lices;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2013-01-01
48.11570972717664,-1.665974485489241;"{""coordinates"": [-1.665974485489241, 48.11570972717664], ""type"": ""Point""}";accident.2303;2303;533;Sécurité publique 0035238 00543;2014-11-11;17:20;Mardi;35238;hors intersection;11, BD DUCHESSE.ANNE;;Boulevard de la Duchesse Anne;0;;;0;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;;;;;;;;0;1;0;2014-01-01
48.10206664679848,-1.6825652420254655;"{""coordinates"": [-1.682565242025466, 48.10206664679848], ""type"": ""Point""}";accident.2307;2307;1971;Sécurité publique 0035238 00476;2016-09-02;07:00;Vendredi;35238;hors intersection;5, BD DU COLOMBIER;;Boulevard du Colombier;0;;;0;VL;;;;;;Conducteur;Passager;;;;;;;0;0;1;2016-01-01
48.08699982462599,-1.6743803201642986;"{""coordinates"": [-1.674380320164299, 48.08699982462599], ""type"": ""Point""}";accident.2321;2321;2288;Sécurité publique 0035238 00026;2012-01-21;15:30;Samedi;35238;hors intersection;AVENUE H.FRÉVILLE;;Avenue Henri Fréville;0;;;0;cyclomoteur;;;;;;Conducteur;;;;;;;;0;0;1;2012-01-01
48.108267618049794,-1.694326513496635;"{""coordinates"": [-1.694326513496635, 48.108267618049794], ""type"": ""Point""}";accident.2314;2314;2985;Sécurité publique 0035238 00335;2017-07-29;22:03;Samedi;35238;hors intersection;95, MITTERAND (MAIL FRAN;;;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2017-01-01
48.082640037707726,-1.7159799506434434;"{""coordinates"": [-1.715979950643443, 48.082640037707726], ""type"": ""Point""}";accident.2325;2325;1736;Sécurité publique 0035238 00357;2013-08-27;07:15;Mardi;35281;hors intersection;MARIN (RUE JEAN);;MARIN (RUE JEAN);0;;;0;motocyclette >50<=125 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2013-01-01
48.110251517792356,-1.6853409394945442;"{""coordinates"": [-1.685340939494544, 48.110251517792356], ""type"": ""Point""}";accident.2342;2342;2313;Sécurité publique 0035238 00058;2012-02-03;00:20;Vendredi;35238;hors intersection;PLACE MAL FOCH;;PLACE MARECHAL FOCH;0;;;0;motocyclette > 125 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2012-01-01
48.13885998935717,-1.6851400071929934;"{""coordinates"": [-1.685140007192993, 48.13885998935717], ""type"": ""Point""}";accident.2329;2329;1601;Sécurité publique 0035238 00093;2016-03-05;12:25;Samedi;35278;hors intersection;00, PARKING CENTRE COMME;;PARKING CENTRE COMMERCIAL LECLERC;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2016-01-01
48.08049976696495,-1.6752098685537924;"{""coordinates"": [-1.675209868553792, 48.08049976696495], ""type"": ""Point""}";accident.2332;2332;25;Sécurité publique 0035238 00059;2014-01-29;10:55;Mercredi;35238;à plus de 4 branches;PORTE DE NANTES;0009+0500;Porte de Nantes;0;;Rocade Sud;0;VU seul 1,5T < PTAC <=3,5T;;;;;;Conducteur;Passager;;;;;;;0;0;1;2014-01-01
48.102399937298124,-1.6843019866014581;"{""coordinates"": [-1.684301986601458, 48.102399937298124], ""type"": ""Point""}";accident.2343;2343;2585;Sécurité publique 0035238 00273;2012-06-01;14:15;Vendredi;35238;hors intersection;75, BD DE LA T.AUVERGNE;;BOULEVARD DE LA TOUR D'AUVERGNE;0;;;0;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2012-01-01
48.10916230686151,-1.6863067747814255;"{""coordinates"": [-1.686306774781426, 48.10916230686151], ""type"": ""Point""}";accident.2344;2344;544;Sécurité publique 0035238 00357;2014-07-13;22:05;Dimanche;35238;hors intersection;11,QUAI DE LA PRÉVALAYE;;Quai de la Prévalaye;0;;;0;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2014-01-01
48.10379999904993,-1.711840000000251;"{""coordinates"": [-1.711840000000251, 48.10379999904993], ""type"": ""Point""}";accident.2348;2348;66521085;SP/35238/110;2020-03-19;07:30;Jeudi;35238;Giratoire;VALLES (JULES);0+0;VALLES (JULES);;0+0;VALLES (JULES);;Véhicule de tourisme (VT);Vélo par assistance électrique;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2020-01-01
48.101822157590234,-1.6844016601919816;"{""coordinates"": [-1.684401660191982, 48.101822157590234], ""type"": ""Point""}";accident.2366;2366;305;Sécurité publique 0035238 00140;2015-03-30;00:40;Lundi;35238;à plus de 4 branches;CARREFOUR NITSCH;;Boulevard de La Tour d'Auvergne;00;;Boulevard de Guines;00;VL;;;;;;Conducteur;;;;;;;;0;0;1;2015-01-01
48.080287028480015,-1.6781455698576093;"{""coordinates"": [-1.678145569857609, 48.080287028480015], ""type"": ""Point""}";accident.2373;2373;2033;Sécurité publique 0035238 00444;2016-10-23;18:45;Dimanche;35238;à plus de 4 branches;PORTE ALMA;;Porte d'Alma;0;;Rocade Sud;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2016-01-01
48.10489304748229,-1.7169564037074565;"{""coordinates"": [-1.716956403707457, 48.10489304748229], ""type"": ""Point""}";accident.2377;2377;399;Sécurité publique 0035238 00236;2014-05-10;11:40;Samedi;35238;à plus de 4 branches;PORTE DE CLEUNAY;0013+0600;Rocade Ouest;0;;Porte de Cleunay;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2014-01-01
48.1106592304,-1.6689472707190511;"{""coordinates"": [-1.668947270719051, 48.1106592304], ""type"": ""Point""}";accident.2386;2386;590;Sécurité publique 0035238 00606;2014-12-16;16:40;Mardi;35238;hors intersection;27, RUE P.BERT;;Rue Paul Bert;0;;;0;Bicyclette;;;;;;Conducteur;;;;;;;;0;0;1;2014-01-01
47.994499968687386,-1.6325200506742852;"{""coordinates"": [-1.632520050674285, 47.994499968687386], ""type"": ""Point""}";accident.2394;2394;1122;Gendarmerie Nationale 0010930 02422;2016-12-18;15:35;Dimanche;35032;hors intersection;LIEU DIT LE PERELLE;0017+0500;;0;;;0;VL;;;;;;Conducteur;Passager;;;;;;;0;0;2;2016-01-01
48.17499996727722,-1.7170604945941563;"{""coordinates"": [-1.717060494594156, 48.17499996727722], ""type"": ""Point""}";accident.2404;2404;1501;Sécurité publique 0035238 00442;2016-10-26;19:08;Mercredi;35278;hors intersection;RD 137 LE BAS VAL;0055+0900;Route départementale 137;0;;;0;VL;;;;;;Conducteur;Passager;;;;;;;0;1;1;2016-01-01
48.080984557369106,-1.6690950156982551;"{""coordinates"": [-1.669095015698255, 48.080984557369106], ""type"": ""Point""}";accident.2407;2407;2433;Sécurité publique 0035238 00412;2012-08-31;19:50;Vendredi;35238;hors intersection;PORTE DE NANTES;;ROCADE SUD;0;;PORTE DE NANTES;0;Tracteur routier + semi-remorque;;;;;;Conducteur;;;;;;;;1;0;0;2012-01-01
48.10414972073553,-1.6501122151078413;"{""coordinates"": [-1.650112215107841, 48.10414972073553], ""type"": ""Point""}";accident.2410;2410;443;Sécurité publique 0035238 00631;2014-12-28;20:20;Dimanche;35238;Giratoire;V.MAREUIL/MOUÉZY;;Boulevard Villebois-Mareuil;0;;Avenue Monseigneur Mouézy;0;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2014-01-01
48.139910001887124,-1.6967399717310077;"{""coordinates"": [-1.696739971731008, 48.139910001887124], ""type"": ""Point""}";accident.2417;2417;3800;Sécurité publique 0035238 00143;2018-03-18;13:20;Dimanche;35278;hors intersection;PORTE DE ST MALO;;;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2018-01-01
48.10501598069701,-1.64549437794574;"{""coordinates"": [-1.64549437794574, 48.10501598069701], ""type"": ""Point""}";accident.2415;2415;2162;Sécurité publique 0035238 00206;2016-05-26;21:00;Jeudi;35238;hors intersection;33 BIS RUE A.PAVIE;;Rue Auguste Pavie;0;;;0;Bicyclette;;;;;;Conducteur;;;;;;;;0;1;0;2016-01-01
48.11566678997619,-1.5823621285367082;"{""coordinates"": [-1.582362128536708, 48.11566678997619], ""type"": ""Point""}";accident.2429;2429;1154;Sécurité publique 0035238 00138;2016-04-07;16:30;Jeudi;35051;hors intersection;RUE DE CHÂTILLON;;Rue de Châtillon;0;;;0;VL;;;;;;Conducteur;Passager;;;;;;;0;0;1;2016-01-01
48.092229813858964,-1.6741997677351121;"{""coordinates"": [-1.674199767735112, 48.092229813858964], ""type"": ""Point""}";accident.2435;2435;2225;Sécurité publique 0035238 00183;2016-05-08;17:20;Dimanche;35238;hors intersection;43, BD DE L'YSER;;Boulevard de l'Yser;0;;;0;motocyclette > 125 cm3;;;;;;Conducteur;;;;;;;;0;0;1;2016-01-01
48.082206770186325,-1.6755775044906467;"{""coordinates"": [-1.675577504490647, 48.082206770186325], ""type"": ""Point""}";accident.2445;2445;3439;Sécurité publique 0035238 00095;2018-02-14;20:55;Mercredi;35238;hors intersection;00, UKRAINE (ALLEE D');;;0;;;0;VL;VL;;;;;Conducteur;Passager;Conducteur;Passager;;;;;0;0;2;2018-01-01
48.10975282518157,-1.6845854894960932;"{""coordinates"": [-1.684585489496093, 48.10975282518157], ""type"": ""Point""}";accident.2457;2457;161;Sécurité publique 0035238 00513;2015-11-30;17:00;Lundi;35238;En X;BRETAGNE/LAMENNAIS;;Place de Bretagne;1;;Quai de la Prévalaye;1;VL;Autobus;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;2015-01-01
48.09425306122865,-1.6817941581387392;"{""coordinates"": [-1.681794158138739, 48.09425306122865], ""type"": ""Point""}";accident.2458;2458;3709;Sécurité publique 0035238 00524;2018-12-14;19:50;Vendredi;35238;En X;CLEMENCEAU (BD GEORGES);;;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2018-01-01
48.155899991208855,-1.7001600156199472;"{""coordinates"": [-1.700160015619947, 48.155899991208855], ""type"": ""Point""}";accident.2462;2462;1599;Sécurité publique 0035238 00446;2016-10-24;07:39;Lundi;35278;Giratoire;RD29 RP MONTGERMONT;0006+0000;;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2016-01-01
48.09131321570963,-1.6674750510916097;"{""coordinates"": [-1.66747505109161, 48.09131321570963], ""type"": ""Point""}";accident.2477;2477;547;Sécurité publique 0035238 00599;2014-12-14;10:10;Dimanche;35238;En X;O.LEROUX/BINQUENAIS;;Boulevard Oscar Leroux;0;;Rue de la Binquenais;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2014-01-01
48.106185194943066,-1.688004950675965;"{""coordinates"": [-1.688004950675965, 48.106185194943066], ""type"": ""Point""}";accident.2495;2495;2388;Sécurité publique 0035238 00189;2012-04-17;18:20;Mardi;35238;En X;REDON/SAINT CONWOÏON;;RUE DE REDON;0;;RUE PIERRE ABELARD;0;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2012-01-01
48.12776403791173,-1.6520834679330092;"{""coordinates"": [-1.652083467933009, 48.12776403791173], ""type"": ""Point""}";accident.2509;2509;2311;Sécurité publique 0035238 00014;2012-01-11;22:40;Mercredi;35238;Giratoire;ROND POINT DES GAYEULLES;;Rond-point des Gayeulles;3;;Avenue des Gayeulles;3;VL;Scooter <= 50 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2012-01-01
48.10933931021582,-1.6842274325793702;"{""coordinates"": [-1.68422743257937, 48.10933931021582], ""type"": ""Point""}";accident.2490;2490;76;Sécurité publique 0035238 00486;2015-11-18;17:20;Mercredi;35238;En T;BRETAGNE/CHALOTAIS;;Place de Bretagne;0;;Rue de La Chalotais;0;Bicyclette;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2015-01-01
48.113909034324465,-1.6458527136176584;"{""coordinates"": [-1.645852713617658, 48.113909034324465], ""type"": ""Point""}";accident.2520;2520;2220;Sécurité publique 0035238 00038;2016-01-26;20:15;Mardi;35238;En T;PIQUETIÈRE/LECLERC;;Rue de la Piquetière;0;;Avenue Général Leclerc;0;Scooter <= 50 cm3;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;2;2016-01-01
48.09284406835228,-1.6818808741813418;"{""coordinates"": [-1.681880874181342, 48.09284406835228], ""type"": ""Point""}";accident.2525;2525;2885;Sécurité publique 0035238 00167;2017-04-08;21:04;Samedi;35238;hors intersection;00, MOINE (LOUIS ET RENE;;;0;;;0;cyclomoteur;;;;;;Conducteur;;;;;;;;0;0;1;2017-01-01
48.097700696282175,-1.6593642592593836;"{""coordinates"": [-1.659364259259384, 48.097700696282175], ""type"": ""Point""}";accident.2530;2530;2160;Sécurité publique 0035238 00052;2016-02-04;12:00;Jeudi;35238;En T;PIRÉ/MONTAIGNE;;Rue de Piré;0;;Rue Montaigne;0;VU seul 1,5T < PTAC <=3,5T;motocyclette >50 et <=125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2016-01-01
48.11560001700208,-1.5683300307847758;"{""coordinates"": [-1.568330030784776, 48.11560001700208], ""type"": ""Point""}";accident.2526;2526;1213;Sécurité publique 0035238 00240;2015-09-16;18:10;Mercredi;35051;hors intersection;PORTE DE LA RIGOURDIERE;0041+0000;PORTE DE LA RIGOURDIERE;;;;;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2015-01-01
48.090429960404244,-1.6250000103318547;"{""coordinates"": [-1.625000010331855, 48.090429960404244], ""type"": ""Point""}";accident.2533;2533;1343;Sécurité publique 0035238 00066;2012-02-07;20:15;Mardi;35055;En T;00, RD 463;0013+0336;BONNIN ANDRE (AVENUE);0;0042+0404;RD 463;0;VL;PL seul PTAC > 7,5T;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2012-01-01
48.12855192405773,-1.6641448349077392;"{""coordinates"": [-1.664144834907739, 48.12855192405773], ""type"": ""Point""}";accident.2539;2539;93;Sécurité publique 0035238 00576;2015-12-29;21:20;Mardi;35238;En X;ARMRIQUE/G.PATTON;;Avenue de Rochester;197;;Avenue Général George S. Patton;197;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2015-01-01
48.09002771047941,-1.6822478743311555;"{""coordinates"": [-1.682247874331156, 48.09002771047941], ""type"": ""Point""}";accident.2529;2529;991;Sécurité publique 0035238 00270;2013-06-28;16:30;Vendredi;35238;Giratoire;ONU/ALBERT 1ER;;Rond-point des Forces Françaises de l'ON;16;;Rue Louis et René Moine;16;Bicyclette;VL;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2013-01-01
48.12139485861045,-1.7146354590743706;"{""coordinates"": [-1.714635459074371, 48.12139485861045], ""type"": ""Point""}";accident.2553;2553;851;Sécurité publique 0035238 00320;2013-07-27;20:45;Samedi;35238;En X;GASCOGNE/GUYENNE;;Rue de Gascogne;0;;Avenue de Guyenne;0;VL;VL;;;;;Conducteur;Passager;;;;;;;0;0;1;2013-01-01
48.08376568792354,-1.6751443232555594;"{""coordinates"": [-1.675144323255559, 48.08376568792354], ""type"": ""Point""}";accident.2555;2555;744;Sécurité publique 0035238 00344;2013-08-17;07:05;Samedi;35238;En X;H.FRÉVILLE/UKRAINE;;Avenue Henri Fréville;0;;Rue d'Ukraine;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2013-01-01
48.11030440028223,-1.6642358799493386;"{""coordinates"": [-1.664235879949339, 48.11030440028223], ""type"": ""Point""}";accident.2560;2560;446;Sécurité publique 0035238 00340;2014-07-04;08:15;Vendredi;35238;En T;A.BRIAND/LENOIR;;Avenue Aristide Briand;24;;Rue Richard-Lenoir;24;VL;Scooter  > 50 <= 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2014-01-01
48.09870788000937,-1.6945199792594892;"{""coordinates"": [-1.694519979259489, 48.09870788000937], ""type"": ""Point""}";accident.2578;2578;2780;Sécurité publique 0035238 00053;2017-01-25;19:31;Mercredi;35238;En X;00, MENDES FRANCE (BD PI;;;0;;;0;VL;cyclomoteur;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2017-01-01
48.13838001923862,-1.698289940719612;"{""coordinates"": [-1.698289940719612, 48.13838001923862], ""type"": ""Point""}";accident.2606;2606;1669;Sécurité publique 0035238 00266;2015-10-08;08:35;Jeudi;35278;En X;00, ROBIQUETTE ( BOULEVA;;ROBIQUETTE ( BOULEVARD DE LA );00;;GRAND QUARTIER;00;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2015-01-01
48.08069872075915,-1.6738798113138562;"{""coordinates"": [-1.673879811313856, 48.08069872075915], ""type"": ""Point""}";accident.3102;3102;2870;Sécurité publique 0035238 00144;2017-03-31;23:10;Vendredi;35238;hors intersection;RN136 PK9+0;;;0;;;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;2017-01-01
48.10938282732239,-1.673969309503605;"{""coordinates"": [-1.673969309503605, 48.10938282732239], ""type"": ""Point""}";accident.2632;2632;2578;Sécurité publique 0035238 00011;2012-01-07;20:10;Samedi;35238;En X;JANVIER/DUPONT DES LOGES;;Avenue Jean Janvier;0;;Rue Dupont des Loges;0;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2012-01-01
48.11633110176037,-1.7118903094326845;"{""coordinates"": [-1.711890309432684, 48.11633110176037], ""type"": ""Point""}";accident.2630;2630;2315;Sécurité publique 0035238 00126;2012-03-12;14:40;Lundi;35238;En T;VEZIN/ENCHANTEUR MERLIN;;Rue de Vezin;0;;Rue de l'Enchanteur Merlin;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;1;0;2012-01-01
48.14822999828971,-1.5969599745112066;"{""coordinates"": [-1.596959974511207, 48.14822999828971], ""type"": ""Point""}";accident.2638;2638;1211;Sécurité publique 0035238 00362;2015-12-04;04:10;Vendredi;35051;hors intersection;NORMANDIE (PORTE DE);0096+0600;NORMANDIE (PORTE DE);;;;;VL;;;;;;Conducteur;;;;;;;;0;0;1;2015-01-01
48.07837996917305,-1.6324799682542184;"{""coordinates"": [-1.632479968254218, 48.07837996917305], ""type"": ""Point""}";accident.2653;2653;1833;Gendarmerie Nationale 0010930 01662;2016-09-08;15:00;Jeudi;35352;Giratoire;;0047+0770;;0;;;0;motocyclette > 125 cm3;;;;;;Conducteur;;;;;;;;0;1;0;2016-01-01
48.133876813485465,-1.6293964348768564;"{""coordinates"": [-1.629396434876856, 48.133876813485465], ""type"": ""Point""}";accident.2659;2659;2971;Sécurité publique 0035238 00235;2017-05-19;18:20;Vendredi;35051;hors intersection;FOUGERES (ROUTE DE);;;0;;;0;Scooter <= 50 cm3;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;2017-01-01
48.08122691512366,-1.6750580303498133;"{""coordinates"": [-1.675058030349813, 48.08122691512366], ""type"": ""Point""}";accident.2655;2655;3063;Sécurité publique 0035238 00450;2017-10-26;20:25;Jeudi;35238;Giratoire;00, RN 137;;;0;;;0;VL;VL;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;2;2017-01-01
